"","Date","Address","Type","Total","Unit","Building","Area","Age","Floor","Pattern","District","Year","month","MRT","Room","Hall","Bath"
"1","107年05月","中正區公園路31~60號                                
                                                                            ","住宅大樓",2776,78,35.61,2.79,31.5,10,"2房/1廳/1衛","中正",107,5,"                                                    
                                                                
                                    近捷運 台大醫院站 》",2,1,1
"2","107年04月","中正區重慶南路三段151~180號                                
                                                                            ","純車位",100,NA,4.89,0.04,6.1,1,"0房/0廳/0衛","中正",107,4,"",0,0,0
"3","107年04月","中正區晉江街126巷1~30號                                
                                                                            ","公寓",1100,57.1,19.26,6.23,36.3,5,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 台電大樓站 》",3,2,2
"4","107年04月","中正區連雲街26巷1~30號                                
                                                                            ","套房",720,94.3,7.63,3.93,NA,1,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 大安森林公園站 》                                
                                                                
                                    近捷運 東門站 》",1,1,1
"5","107年04月","中正區臨沂街29巷1~30號                                
                                                                            ","華廈                                                含車位",3700,84.2,50.5,11.73,25.4,4,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 忠孝新生站 》                                
                                                                                                
                                    社區 冠德龍邸 》",3,2,2
"6","107年04月","中正區南昌路二段61~90號                                
                                                                            ","住宅大樓",2350,60.4,38.89,2.84,35.4,9,"4房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 國都 》",4,2,2
"7","107年04月","中正區廈門街71巷1~30號                                
                                                                            ","公寓",970,46.3,20.97,8.39,48.7,3,"4房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",4,1,1
"8","107年04月","中正區水源路121~150號                                
                                                                            ","套房",460,44.3,10.38,1.06,39.1,7,"1房/1廳/1衛","中正",107,4,"",1,1,1
"9","107年04月","中正區泉州街18巷1~30號                                
                                                                            ","公寓",850,35.7,23.83,10.08,NA,2,"2房/1廳/1衛","中正",107,4,"",2,1,1
"10","107年04月","中正區晉江街48巷5弄1~30號                                
                                                                            ","套房",830,74.6,11.13,2.86,20.2,1,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",1,1,1
"11","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",3840,169,22.72,6.14,NA,2,"2房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,2,1
"12","107年04月","中正區同安街72巷1~30號                                
                                                                            ","公寓",380,34.2,11.1,4.95,NA,4,"3房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",3,1,1
"13","107年04月","中正區青島東路1~30號                                
                                                                            ","華廈                                                含車位",2680,65.4,40.96,6.43,31.8,5,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                                                
                                    社區 青島國宅 》",3,2,2
"14","107年04月","中正區汀州路二段31~60號                                
                                                                            ","住宅大樓",1304,60.1,21.7,2.23,22.3,8,"2房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 中正觀邸 》",2,2,1
"15","107年04月","中正區汀州路二段178巷1~30號                                
                                                                            ","華廈                                                含車位",2245,81.1,31.53,6.37,0.7,2,"2房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",2,2,1
"16","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",2734,115.2,23.73,4.49,46.6,5,"2房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,1,1
"17","107年04月","中正區同安街28巷1~30號                                
                                                                            ","公寓",316,19.6,16.12,4.59,35.7,2,"2房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",2,1,1
"18","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",284,240.3,1.19,0.95,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"19","107年04月","南海段四小段91~120地號                                
                                                                            ","純土地",7446,547,NA,13.61,NA,0,"0房/0廳/0衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",0,0,0
"20","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",284,240.3,1.19,0.95,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"21","107年04月","南海段四小段121~150地號                                
                                                                            ","純土地",3341,276.1,NA,12.1,NA,0,"0房/0廳/0衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",0,0,0
"22","107年04月","中正區同安街28巷1~30號                                
                                                                            ","華廈",2520,58.1,43.35,8.29,33.9,6,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,2
"23","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",284,240.3,1.19,0.95,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"24","107年04月","中正區信義路一段1~30號                                
                                                                            ","住宅大樓                                                含車位",4748,97.1,48.92,11.63,21.9,12,"4房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 東門站 》                                
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 石園新城 》",4,2,2
"25","107年04月","中正區信義路二段161巷2弄1~30號                                
                                                                            ","套房",860,111.9,7.68,1.49,9.5,5,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 信義路VISTA 》",1,1,1
"26","107年04月","中正區信義路二段1~30號                                
                                                                            ","住宅大樓",3816,85,44.9,5.24,30.3,11,"4房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 中正梅園 》",4,2,2
"27","107年04月","中正區重慶南路三段54巷16弄1~30號                                
                                                                            ","公寓",1650,52.8,31.26,8.77,30.9,5,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",3,2,2
"28","107年04月","中正區仁愛路二段9巷1~30號                                
                                                                            ","華廈                                                含車位",2350,95.7,24.56,7.2,21.8,1,"2房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                
                                    近捷運 東門站 》",2,2,1
"29","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",2406,84.2,28.59,7.79,NA,3,"4房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",4,1,1
"30","107年04月","中正區中華路一段91巷1~30號                                
                                                                            ","純車位",600,NA,27.61,0.07,NA,0,"0房/0廳/0衛","中正",107,4,"                                                    
                                                                
                                    近捷運 小南門站 》                                
                                                                
                                    近捷運 西門站 》",0,0,0
"31","107年04月","中正區羅斯福路一段83巷1~30號                                
                                                                            ","住宅大樓                                                含車位",2560,107.7,26.71,2.82,8.6,5,"2房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 璞趣 》",2,2,1
"32","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",2734,115.2,23.73,4.49,46.6,2,"2房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,1,1
"33","107年04月","中正區汀州路一段125巷1~30號                                
                                                                            ","公寓",148,15,9.87,0,36.7,2,"2房/1廳/1衛","中正",107,4,"",2,1,1
"34","107年04月","中正區廈門街113巷1~30號                                
                                                                            ","住宅大樓                                                含車位",3700,58.3,63.41,5.6,2.8,7,"3房/2廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 舞春秋 》",3,2,2
"35","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",2640,222.6,11.86,4.49,46.6,1,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",1,1,1
"36","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",2640,222.6,11.86,4.49,46.6,1,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",1,1,1
"37","107年04月","中正區牯嶺街91~120號                                
                                                                            ","華廈",1766,63.1,27.99,5.77,34.4,5,"3房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,1
"38","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",1424,240,5.94,4.74,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"39","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",1424,240,5.94,4.74,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"40","107年04月","中正區信義路二段211~240號                                
                                                                            ","住宅大樓",1200,80.2,14.96,1.68,38.6,12,"0房/0廳/0衛","中正",107,4,"                                                    
                                                                
                                    近捷運 東門站 》",0,0,0
"41","107年04月","中正區南昌路一段31巷1~30號                                
                                                                            ","公寓",1424,240,5.94,4.74,NA,1,"8房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",8,1,1
"42","107年04月","中正區泉州街20巷31~60號                                
                                                                            ","公寓",700,38.9,18.01,6.86,51,2,"0房/0廳/0衛","中正",107,4,"",0,0,0
"43","107年04月","中正區南昌路一段1~30號                                
                                                                            ","公寓",8118,144.9,56.04,13.55,46.6,4,"4房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",4,1,1
"44","107年04月","中正區臨沂街32巷1~30號                                
                                                                            ","套房",1010,80,12.62,2.83,3.2,2,"1房/1廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",1,1,1
"45","107年04月","中正區廈門街61~90號                                
                                                                            ","辦公商業大樓                                                含車位",1900,70.7,27.93,2.65,1.5,7,"1房/2廳/1衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",1,2,1
"46","107年04月","中正區中華路二段381巷1~30號                                
                                                                            ","公寓",1290,38.6,33.44,13.84,NA,4,"4房/1廳/1衛","中正",107,4,"",4,1,1
"47","107年04月","中正區汀州路一段131巷1~30號                                
                                                                            ","公寓",222,26.1,8.49,0,36.7,1,"0房/1廳/1衛","中正",107,4,"",0,1,1
"48","107年04月","中正區仁愛路一段23巷1~30號                                
                                                                            ","公寓",2200,72.8,30.22,9.44,31.3,3,"3房/1廳/2衛","中正",107,4,"                                                    
                                                                
                                    近捷運 善導寺站 》",3,1,2
"49","107年04月","中正區汀州路二段241~270號                                
                                                                            ","純車位",255,NA,1.99,0.48,10,1,"0房/0廳/0衛","中正",107,4,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"50","107年03月","中正區?廈門街81巷22弄1~30號                                
                                                                            ","公寓",1750,55.3,31.63,13.01,50.2,1,"3房/1廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",3,1,2
"51","107年03月","中正區詔安街61~90號                                
                                                                            ","住宅大樓                                                含車位",2399,55.7,43.05,7.14,1.1,9,"2房/2廳/1衛","中正",107,3,"",2,2,1
"52","107年03月","中正區泉州街18巷1~30號                                
                                                                            ","公寓",920,44.7,20.57,7.71,48.1,2,"2房/2廳/1衛","中正",107,3,"",2,2,1
"53","107年03月","中正區仁愛路二段15巷1~30號                                
                                                                            ","華廈",3100,93.7,33.07,7.4,7.4,3,"3房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                
                                    近捷運 東門站 》",3,2,1
"54","107年03月","中正區延平南路163巷1~30號                                
                                                                            ","華廈",2588,69.4,37.29,7.08,NA,4,"4房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 小南門站 》                                
                                                                                                
                                    社區 廣安大廈 》",4,2,2
"55","107年03月","中正區臨沂街65巷1~30號                                
                                                                            ","公寓",2468,87.3,28.26,8.64,34.6,2,"3房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 東門站 》",3,2,1
"56","107年03月","中正區桃源街1~30號                                
                                                                            ","套房",780,64,12.18,1.45,NA,8,"1房/1廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 西門站 》",1,1,1
"57","107年03月","中正區水源路91~120號                                
                                                                            ","住宅大樓",700,54.3,12.89,2.63,25.6,13,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,2
"58","107年03月","中正區廈門街1~30號                                
                                                                            ","店面(店鋪)",1638,60.7,26.99,4.09,NA,1,"1房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",1,2,1
"59","107年03月","中正區杭州南路一段14巷1~30號                                
                                                                            ","華廈                                                含車位",4012,84.3,47.61,12.84,20.4,6,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                                                
                                    社區 仁愛新城 》",3,2,2
"60","107年03月","中正區信義路二段151~180號                                
                                                                            ","住宅大樓                                                含車位",7150,116.8,64.01,4.63,7.6,6,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 大安琉御 》",3,2,2
"61","107年03月","中正區北平東路1~30號                                
                                                                            ","純車位",240,NA,25.78,0,28.8,-1,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 善導寺站 》",0,0,0
"62","107年03月","中正區臨沂街19巷1~30號                                
                                                                            ","華廈",5630,86.1,65.41,13.61,35.5,2,"5房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",5,2,2
"63","107年03月","中正區汀州路一段211~240號                                
                                                                            ","店面(店鋪)                                                含車位",1200,81.6,16.24,2.93,1.6,1,"0房/1廳/1衛","中正",107,3,"",0,1,1
"64","107年03月","中正區重慶南路一段31~60號                                
                                                                            ","辦公商業大樓",680,61.7,11.02,0.9,15.7,10,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 台大醫院站 》                                
                                                                
                                    近捷運 台北車站 》",0,0,0
"65","107年03月","中正區水源路121~150號                                
                                                                            ","公寓",1300,41.8,31.13,12.41,NA,1,"4房/2廳/1衛","中正",107,3,"",4,2,1
"66","107年03月","中正區?門街71巷1~30號                                
                                                                            ","公寓",3000,55.1,54.42,10.71,34.3,1,"3房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,1
"67","107年03月","中正區連雲街29巷1~30號                                
                                                                            ","華廈                                                含車位",4300,83.9,51.22,11.5,15.4,7,"2房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 大安森林公園站 》                                
                                                                
                                    近捷運 東門站 》",2,2,1
"68","107年03月","中正區牯嶺街61~90號                                
                                                                            ","純車位",320,NA,14.05,0.24,NA,0,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"69","107年03月","中正區忠孝東路二段64巷1~30號                                
                                                                            ","公寓",2000,91.4,21.87,7.15,45.3,1,"2房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》                                
                                                                
                                    近捷運 善導寺站 》",2,2,1
"70","107年03月","中正區三元街211~240號                                
                                                                            ","華廈",1900,53,35.87,6.62,NA,5,"3房/2廳/2衛","中正",107,3,"",3,2,2
"71","107年03月","中正區南昌路一段54巷1~30號                                
                                                                            ","套房",1470,95.9,15.32,4.33,11.2,2,"1房/1廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",1,1,1
"72","107年03月","中正區羅斯福路三段316巷1~30號                                
                                                                            ","套房",1288,96.8,13.3,2.87,5.8,5,"1房/1廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 公館站 》                                
                                                                                                
                                    社區 匯台大 》",1,1,1
"73","107年03月","中正區羅斯福路一段83巷1~30號                                
                                                                            ","套房",1096,98.1,11.17,1.26,8.5,6,"1房/1廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 璞趣 》",1,1,1
"74","107年03月","中正區汀州路一段61~90號                                
                                                                            ","純車位",265,NA,10.87,0.12,5.5,1,"0房/0廳/0衛","中正",107,3,"",0,0,0
"75","107年03月","中正區南昌路一段121~150號                                
                                                                            ","純車位",112,NA,0.86,0.02,10,1,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                
                                    近捷運 古亭站 》",0,0,0
"76","107年03月","中正區汀州路二段61~90號                                
                                                                            ","住宅大樓",4700,88.5,59.98,3.89,0.7,17,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,2
"77","107年03月","中正區汀州路二段91~120號                                
                                                                            ","純車位",125,NA,5.9,0.02,4.2,1,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"78","107年03月","中正區愛國東路91~120號                                
                                                                            ","住宅大樓",2788,89.9,31.02,5.42,32.4,7,"2房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 新隆社區 》",2,2,1
"79","107年03月","中正區金山南路一段121~150號                                
                                                                            ","純車位",158,NA,3.21,0.02,8,1,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 東門站 》",0,0,0
"80","107年03月","中正區汀州路二段91~120號                                
                                                                            ","純車位",125,NA,5.9,0.02,4.2,1,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"81","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",4713,80.2,58.78,6.64,45,9,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"82","107年03月","中正區重慶南路一段121~150號                                
                                                                            ","華廈",1150,47.7,24.09,2.78,35.4,6,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 台大醫院站 》                                
                                                                
                                    近捷運 西門站 》                                
                                                                                                
                                    社區 東方大樓 》",0,0,0
"83","107年03月","中正區博愛路61~90號                                
                                                                            ","住宅大樓                                                含車位",7150,71.5,108.1,4.99,4.3,4,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 西門站 》                                
                                                                
                                    近捷運 台大醫院站 》                                
                                                                                                
                                    社區 揚昇君臨 》",3,2,2
"84","107年03月","中正區重慶南路二段1~30號                                
                                                                            ","住宅大樓",1470,68.3,21.52,2.26,40.2,2,"2房/2廳/1衛","中正",107,3,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                
                                    近捷運 小南門站 》                                
                                                                                                
                                    社區 國王大廈 》",2,2,1
"85","107年03月","南海段五小段31~60地號                                
                                                                            ","純土地",380,141,NA,2.7,NA,0,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 小南門站 》",0,0,0
"86","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",4805,80,60.06,7.05,45,10,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"87","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",73000,96.4,756.99,103.76,45,4,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"88","107年03月","永昌段四小段631~660地號                                
                                                                            ","純土地",5,1.6,NA,3.36,NA,0,"0房/0廳/0衛","中正",107,3,"",0,0,0
"89","107年03月","中正區杭州南路一段1~30號                                
                                                                            ","住宅大樓                                                含車位",3250,64.4,50.49,8.59,40.8,5,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 善導寺站 》",3,2,2
"90","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",6201,90.6,68.48,9.07,45,8,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"91","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",5418,80.6,67.2,7.89,45,10,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"92","107年03月","中正區羅斯福路三段91~120號                                
                                                                            ","純車位",328,NA,24.58,0.83,41.8,-2,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 台電大樓站 》",0,0,0
"93","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",17500,89.4,195.74,25.94,45,5,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"94","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",5900,86.2,68.48,9.07,45,6,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"95","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",4342,79.5,54.63,6.43,45,11,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
"96","107年03月","中正區廈門街71巷1~30號                                
                                                                            ","華廈",1688,54.9,30.74,4.82,19.4,2,"3房/2廳/2衛","中正",107,3,"                                                    
                                                                
                                    近捷運 古亭站 》",3,2,2
"97","107年03月","中正區金山南路一段1~30號                                
                                                                            ","住宅大樓",5525,80.7,68.48,8.09,45,9,"0房/0廳/0衛","中正",107,3,"                                                    
                                                                
                                    近捷運 忠孝新生站 》",0,0,0
